time	edge covered
0	65
1021	67
3646	72
5383	72
9690	83
18907	84
23229	84
25605	101
77298	104
89835	107
157035	108
202484	109
231355	122
265955	123
276435	135
353947	147
378668	148
380375	148
384465	149
386971	149
389209	150
391612	154
414932	154
417756	155
446737	157
469728	157
472779	157
548070	157
555850	159
564259	159

