time	edge covered
0	38
188	40
773	48
1755	48
2969	71
5227	72
11070	96
19624	97
21747	98
24388	99
55907	107
58062	110
72142	111
77021	113
81326	114
106269	115
120471	116
154170	117
168737	118
169335	119
169882	119
171936	120
172631	122
174274	124
179669	125
188902	125
199021	125
200044	127
207525	127
214167	127
245263	127
248686	129
253807	131
275052	133
301149	133
490707	133
558999	134
566661	135
584761	135

