time	edge covered
0	34
234	36
1577	38
6691	52
8194	53
10546	54
27309	55
29265	56
34931	57
56357	64
63131	65
67491	84
115044	91
158333	92
160297	93
207454	93
217323	96
217983	96
218631	96
220052	96
221153	97
223003	97
223858	97
224697	97
225952	99
228625	99
229745	100
231316	100
235356	102
237061	102
264250	102
413420	103
417734	104
421476	106
435703	111
452642	111
453320	111
454260	111
458863	111
502950	111
510494	111
573051	116
592390	116

