time	edge covered
0	34
195	36
858	48
2876	49
5035	49
14567	50
18145	51
22129	51
34146	54
47574	55
57450	56
71914	57
77200	58
99360	59
101808	60
141856	73
162086	86
191243	90
194311	95
195077	95
196251	97
197125	98
198510	99
201797	100
207269	102
208081	102
217257	102
218500	102
219926	102
221378	102
247072	102
280454	104
299118	107
305051	108
324867	115
479025	115

